name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
dublin,2023-12-29,6.6,3.2,5.1,2.1,-1.3,0.8,1.8,79.2,0.017,100,4.17,rain,0,0,56.9,34,238.3,1001.9,38.5,20.3,17.6,1.6,2,,2023-12-29T08:40:32,2023-12-29T16:13:29,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-30,10.2,3.3,7.3,10.2,0.3,4,3.9,79.3,2.344,100,8.33,rain,0,0,68.1,32.5,175.3,991.4,80.9,15.8,9.6,0.8,1,,2023-12-30T08:40:34,2023-12-30T16:14:27,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-31,7.8,5.9,6.8,4.2,0.6,2.4,4.1,83,0.7,100,8.33,rain,0,0,75.2,41.3,240.8,980.8,66.9,16.1,10.5,0.9,1,,2023-12-31T08:40:32,2023-12-31T16:15:27,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01,10.4,3.8,6.4,10.4,-0.4,3.4,4.4,86.9,5.391,100,12.5,rain,0,0,68.8,30.1,212,991.6,63.5,15.5,5.4,0.5,0,,2024-01-01T08:40:26,2024-01-01T16:16:31,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02,9.9,6.8,8.5,8.5,3.8,5.9,6.9,89.7,6.06,100,12.5,rain,0,0,61.2,28.8,225.5,980.6,77.4,14.7,5.8,0.6,0,,2024-01-02T08:40:17,2024-01-02T16:17:38,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03,8.1,6.7,7.3,5.7,3.2,4.5,5.8,90.7,0.375,100,8.33,rain,0,0,46.1,24.2,244.7,987.9,85.4,16.7,9.8,0.8,1,,2024-01-03T08:40:04,2024-01-03T16:18:48,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04,7.1,4.1,5.6,4.8,0.9,2.5,3.4,85.9,0.005,100,8.33,rain,0,0,51.8,24.2,240.2,998.1,48.2,18.7,19.2,1.6,2,,2024-01-04T08:39:47,2024-01-04T16:20:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05,6.9,2.1,4,3,-2.5,-0.1,2.8,92.1,0.005,100,8.33,rain,0,0,42.1,25.4,274,1006.8,38.8,14.6,19.7,1.7,2,,2024-01-05T08:39:27,2024-01-05T16:21:16,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-06,5.8,0.7,2.2,3.1,-3.9,-1.7,1.1,92.6,0.003,100,8.33,rain,0,0,32,18.2,270.7,1020.8,21,18,18.8,1.6,2,,2024-01-06T08:39:03,2024-01-06T16:22:34,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-07,2.5,-2.8,-0.3,1.6,-7.3,-3.1,-0.8,96.3,0.003,100,4.17,"rain,snow",0,0,20.5,13.1,285,1030.5,45.1,11.3,17,1.5,2,,2024-01-07T08:38:36,2024-01-07T16:23:55,0.87,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain or snow.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-08,4.6,1.2,3.4,1.2,-2.3,-0.5,-0.8,74.8,2.99,100,8.33,rain,0,0,51.5,29.2,100.4,1034.6,83,19,16.4,1.4,1,,2024-01-08T08:38:05,2024-01-08T16:25:18,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-09,4.8,3.3,4,0.2,-1.9,-1.2,-2,65.3,0,0,0,,0,0,53.6,33.4,87.7,1034.5,84.2,19.2,11.7,0.8,1,,2024-01-09T08:37:31,2024-01-09T16:26:44,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-10,6.4,3.7,5.1,3.1,-1.6,1.1,1.1,75.4,0.075,100,4.17,rain,0,0,38.2,29.9,65.4,1035,86.4,21.1,12,1.1,1,,2024-01-10T08:36:53,2024-01-10T16:28:12,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-11,7.2,5.5,6.3,4.9,2.6,3.4,2.6,77.2,0,0,0,,0,0,40.7,20.8,58.8,1040.4,89.5,19.2,8.8,0.8,1,,2024-01-11T08:36:12,2024-01-11T16:29:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-12,5.7,0.9,3.7,3.3,-2.9,0.9,1,82.7,0,0,0,,0,0,17.3,14.6,2,1038.7,96.3,16.4,7.7,0.6,0,,2024-01-12T08:35:28,2024-01-12T16:31:15,0.04,Overcast,Cloudy skies throughout the day.,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-13,4.1,0.9,2.6,2.1,-3.4,-0.5,1.8,94.4,0.078,100,4.17,rain,0,0,24.8,16.8,264.5,1027,95.1,8.3,16,1.4,1,,2024-01-13T08:34:40,2024-01-13T16:32:49,0.07,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-14,4.9,0.3,2.5,1.4,-4.1,-1.3,1,90.4,0.077,100,12.5,rain,0,0,31.7,19.2,291.9,1017.2,76.6,18.6,13.8,1.3,1,,2024-01-14T08:33:49,2024-01-14T16:34:26,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-15,2,-2.6,-0.5,-1.7,-7.7,-4.9,-2,89.8,0.001,100,4.17,"rain,snow",0,0,28.1,22.2,280.3,1015.3,36.6,20.2,22.7,1.9,2,,2024-01-15T08:32:55,2024-01-15T16:36:04,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-16,4.1,-0.5,1.7,-0.5,-4.7,-2.9,-1.8,78.2,0.001,100,4.17,rain,0,0,50,24,235.3,1004.8,71.6,21.8,17.4,1.4,1,,2024-01-16T08:31:58,2024-01-16T16:37:44,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-17,1.9,-4.9,-1.8,-1.9,-10,-6,-3.4,89,0.001,100,4.17,"rain,snow",0,0,27,15.8,303.2,996.7,23.7,19.2,26,2.2,2,,2024-01-17T08:30:58,2024-01-17T16:39:26,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-18,2.8,-5,-1.5,-1.6,-10.5,-6.3,-3.2,88.4,0.002,100,4.17,"rain,snow",0,0,31.7,19.2,265.2,1010.8,17.2,20.2,28.3,2.4,2,,2024-01-18T08:29:55,2024-01-18T16:41:09,0.25,"Snow, Rain",Clear conditions throughout the day with afternoon rain or snow.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-19,6.6,-1.2,2.6,1.8,-5.5,-1.9,-2.3,70.9,0.001,100,4.17,rain,0,0,64.8,35.4,217.7,1017.5,58.9,22.5,33.5,2.7,2,,2024-01-19T08:28:49,2024-01-19T16:42:54,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-20,9.9,6.5,8.2,6.3,1.5,4,5.4,82.3,1.695,100,16.67,rain,0,0,75.6,40,201.6,1008.2,91.1,17.1,31.4,2.8,2,,2024-01-20T08:27:40,2024-01-20T16:44:40,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-21,13.1,6.8,9.9,13.1,3.4,8.2,6.9,81.9,3.133,100,12.5,rain,0,0,97.5,56.1,217,991.5,81.9,16.7,12.7,1.1,1,,2024-01-21T08:26:29,2024-01-21T16:46:28,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-22,8.5,4.9,6.4,3.6,0.3,1.8,2.6,76.7,2.243,100,12.5,rain,0,0,81.8,45.3,248.3,1002.1,48.3,18.7,30,2.6,2,,2024-01-22T08:25:14,2024-01-22T16:48:17,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-23,14,5.2,10.2,14,1.5,8.8,7.1,81.7,5.272,100,12.5,rain,0,0,78,43.9,221.7,1005.6,82.7,14,21.8,1.9,1,,2024-01-23T08:23:57,2024-01-23T16:50:07,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-24,10,5.9,7.7,6.5,3.4,4.5,4.2,78.8,1.095,100,12.5,rain,0,0,76.4,47.3,243.6,1019.6,68.7,14.4,21.2,1.9,1,,2024-01-24T08:22:38,2024-01-24T16:51:58,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-25,12.9,7.2,11.1,12.9,5,10.3,8.7,85.6,0.767,100,8.33,rain,0,0,64.7,37.7,198.7,1013.8,78.6,16.5,28.6,2.6,2,,2024-01-25T08:21:15,2024-01-25T16:53:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-26,8.1,3.1,5.9,4.4,-1.7,1.8,2.1,76.5,3.004,100,4.17,rain,0,0,77.3,40.5,236.5,1023.1,36.6,20.4,33.6,2.9,2,,2024-01-26T08:19:51,2024-01-26T16:55:42,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-27,10.8,6.1,8.5,10.8,2.5,5.4,4.4,75.1,0,0,0,,0,0,63,31.4,199.3,1023.6,83.3,19.5,22,1.8,1,,2024-01-27T08:18:23,2024-01-27T16:57:36,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-28,12.8,7,10.6,12.8,4.1,9.9,7.1,78.9,0.004,100,4.17,rain,0,0,74.8,43.5,201.5,1012,87.4,16.3,34.5,2.9,2,,2024-01-28T08:16:54,2024-01-28T16:59:30,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-29,6.8,2,4.6,4.7,-2.5,1.2,3,89.7,11.244,100,16.67,rain,0,0,35.6,20.3,345,1020.6,86.3,12.1,6.6,0.6,0,,2024-01-29T08:15:22,2024-01-29T17:01:25,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-30,7.8,-0.2,3.2,5.1,-4.8,-0.5,0.2,81.1,0.001,100,4.17,rain,0,0,34.2,20.3,243.3,1028.8,38.2,21,34.4,3,2,,2024-01-30T08:13:48,2024-01-30T17:03:21,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-31,10.8,3.9,6.9,10.8,0.4,3.6,3.6,79.8,1.536,100,4.17,rain,0,0,66.6,39.7,227.3,1023.2,79.6,17.4,23.2,1.9,2,,2024-01-31T08:12:12,2024-01-31T17:05:17,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
