bikes,bike_stands,temp_c,feelslike_c,wind_kph,humidity,precip_mm,gust_kph,wind_degree,pressure_mb,cloud,uv
8,24,3.7,0.0,16.2,83.09,0.0,46.1,237,995.3,39.5,0
7,24,3.4,-0.5,17.2,84.78,0.0,46.8,237,995.5,33.9,0
7,24,3.0,-1.5,20.4,86.87,0.0,40.7,247,996.2,27.6,0
7,24,2.8,-1.3,17.7,86.44,0.0,44.3,237,996.5,25.0,0
7,24,2.8,-2.0,22.4,84.07,0.0,43.9,247,996.9,17.1,0
7,24,2.0,-2.5,19.0,86.71,0.0,41.0,237,997.5,17.2,0
7,24,1.9,-2.7,19.6,86.94,0.0,41.0,237,997.7,17.1,0
7,24,2.0,-2.6,19.6,85.98,0.0,39.6,240,998.4,17.2,0
4,27,2.1,-2.2,17.7,85.37,0.001,39.2,237,999.3,17.2,0
3,29,2.0,-2.4,17.8,86.15,0.0,40.0,227,1000.1,17.2,0
7,25,2.3,-1.9,17.1,84.66,0.0,39.6,234,1000.7,25.0,0
9,22,3.3,-0.7,17.8,80.98,0.0,37.1,233,1001.4,25.0,0
14,18,4.7,0.6,21.5,76.99,0.0,42.1,230,1001.6,17.2,2
16,16,5.8,2.0,21.0,76.43,0.0,46.4,230,1002.3,19.9,3
17,14,7.0,3.4,22.0,74.47,0.001,46.8,230,1002.3,41.1,3
15,17,7.6,3.8,25.0,68.56,0.0,42.5,239,1002.3,66.2,3
12,19,7.8,4.2,24.2,68.37,0.0,38.9,233,1002.3,73.5,1
12,20,8.0,4.1,28.5,68.5,0.0,44.6,232,1002.2,47.7,2
10,22,7.0,3.3,23.1,77.72,0.0,51.5,240,1002.4,50.2,1
10,21,6.6,2.8,22.8,80.87,0.0,38.9,230,1002.5,45.1,0
14,17,6.5,2.7,23.4,80.27,0.075,46.1,240,1003.4,59.9,0
15,16,6.1,2.5,19.7,81.48,0.0,48.2,240,1004.2,65.1,0
20,11,5.9,1.9,23.8,84.44,0.0,47.9,246,1004.8,66.2,0
19,13,5.1,1.4,18.1,89.26,0.0,42.8,237,1005.3,53.2,0
18,14,5.6,2.2,17.1,83.49,0.0,41.4,237,1005.5,87.4,0
16,15,5.0,1.6,16.1,81.97,0.0,36.7,227,1006.4,37.9,0
15,17,5.0,1.5,16.8,87.18,0.075,28.4,227,1006.5,89.0,0
14,17,4.9,1.5,15.8,87.01,0.0,28.4,223,1007.0,83.8,0
14,17,5.0,2.0,14.1,86.7,0.0,22.7,216,1007.0,89.0,0
14,17,4.9,2.4,11.0,86.93,0.0,18.7,220,1007.0,89.0,0
14,17,4.3,1.3,12.4,87.2,0.0,15.5,213,1007.0,88.8,0
14,17,4.3,1.3,13.0,85.76,0.0,14.0,203,1006.5,87.7,0
15,17,4.3,1.6,11.1,86.79,0.074,7.9,209,1006.5,89.0,0
18,13,4.5,2.0,10.0,86.09,0.0,8.6,203,1006.5,89.0,0
20,11,4.8,3.7,5.7,86.84,0.0,4.7,174,1006.5,89.0,0
23,9,6.2,4.3,9.4,81.92,0.0,6.1,179,1006.4,89.0,0
31,1,7.0,5.5,8.1,81.18,0.0,6.1,177,1006.0,89.0,1
31,1,7.9,7.1,5.6,77.43,0.0,11.2,128,1005.6,89.1,1
31,1,8.3,6.9,8.4,79.55,0.0,16.9,116,1005.4,89.1,2
31,1,8.4,6.4,11.8,83.57,0.0,18.4,110,1004.9,89.1,1
28,3,8.3,6.2,12.7,89.2,0.0,18.0,106,1004.4,89.3,1
3,29,8.5,6.3,13.5,89.06,0.0,13.7,94,1003.9,79.4,1
1,30,8.4,6.4,11.5,90.27,0.0,13.3,103,1004.0,87.8,0
2,29,8.1,6.1,11.4,92.34,0.0,13.3,119,1003.9,89.1,0
6,25,7.8,5.9,11.0,94.91,0.612,15.8,129,1004.0,87.8,0
3,28,7.9,6.3,9.5,95.11,0.0,16.6,119,1004.3,89.1,0
1,30,7.8,5.9,10.7,95.76,0.0,16.6,131,1004.3,90.4,0
2,30,7.9,6.1,10.1,97.56,0.0,16.6,107,1004.0,90.4,0
1,31,7.9,6.2,9.6,99.28,0.0,16.6,126,1003.9,96.1,0
0,31,7.9,6.1,10.6,99.2,0.0,14.8,183,1003.5,94.2,0
0,31,8.7,7.0,10.9,95.81,2.283,11.9,160,1003.3,93.0,0
1,30,7.1,6.4,5.2,95.99,0.0,10.8,292,1003.3,91.7,0
1,30,9.6,7.5,13.8,97.34,0.0,20.9,217,1003.2,92.9,0
1,30,10.1,10.1,15.3,93.45,0.0,12.6,210,1003.0,57.1,0
1,30,10.3,10.3,13.5,95.19,0.0,23.8,209,1002.9,79.4,0
1,30,10.2,10.2,15.8,93.86,0.0,15.8,206,1002.8,89.0,0
2,30,10.8,10.8,13.2,93.48,0.0,5.0,197,1002.8,83.3,0
5,26,10.9,10.9,14.1,90.14,0.0,8.3,206,1002.9,93.0,0
9,23,10.6,10.6,10.9,91.95,0.0,9.0,206,1003.2,89.0,0
11,21,11.3,11.3,13.8,91.67,0.0,13.0,206,1003.4,89.0,0
16,16,12.1,12.1,13.5,91.8,0.0,30.6,220,1003.9,87.8,1
18,14,12.9,12.9,19.4,88.29,0.0,40.3,220,1004.2,89.1,1
20,12,12.8,12.8,17.1,89.23,0.184,35.6,223,1004.4,90.3,1
21,10,13.0,13.0,18.6,84.26,0.0,37.1,223,1004.9,90.3,1
23,9,13.0,13.0,18.4,81.02,0.0,32.4,220,1004.9,90.2,1
23,9,13.0,13.0,19.4,78.6,0.0,29.5,220,1004.9,90.3,1
20,12,12.8,12.8,18.4,81.35,0.0,26.3,203,1004.9,90.3,0
20,11,12.6,12.6,16.1,80.91,0.0,12.2,190,1004.9,92.2,0
25,6,11.8,11.8,14.7,88.56,0.0,15.1,151,1004.9,92.2,0
22,9,11.2,11.2,12.7,92.95,0.0,14.4,164,1004.9,90.3,0
24,8,11.2,11.2,13.2,93.17,0.0,13.7,174,1004.3,90.3,0
21,10,11.1,11.1,13.5,92.99,0.0,12.2,160,1003.9,90.4,0
20,12,10.9,10.9,14.8,93.88,0.0,15.5,170,1003.4,96.1,0
19,13,11.8,11.8,15.1,89.11,0.0,14.4,185,1002.8,91.7,0
18,14,12.0,12.0,18.1,88.13,2.257,23.0,203,1002.4,89.2,0
17,14,12.1,12.1,22.1,92.17,0.0,19.4,220,1002.9,93.0,0
17,14,12.0,12.0,15.8,89.58,0.0,14.4,220,1002.9,93.0,0
17,14,11.4,11.4,11.7,96.35,0.0,10.8,206,1002.3,96.1,0
17,14,11.3,11.3,5.8,96.44,0.0,11.2,133,1001.3,91.7,0
17,14,10.7,10.7,9.6,97.02,0.0,11.5,154,1000.8,94.2,0
18,14,10.6,10.6,9.4,96.76,2.266,8.3,164,1000.3,94.3,0
3,29,10.5,10.5,11.8,95.86,0.0,9.0,168,999.8,96.1,0
9,23,11.7,11.7,10.8,93.61,0.0,9.7,181,999.5,94.3,0
9,22,11.9,11.9,15.8,92.97,0.0,10.1,203,999.5,92.2,0
15,15,11.8,11.8,14.7,95.57,0.0,4.3,213,1000.1,90.4,1
19,12,12.0,12.0,18.3,94.5,0.0,13.7,223,1000.4,92.0,1
19,11,12.1,12.1,19.5,93.35,1.519,23.8,270,1000.4,89.0,2
19,12,12.2,12.2,17.8,91.19,0.0,24.8,267,1000.7,83.2,2
16,15,12.8,12.8,17.3,87.78,0.0,22.3,267,1001.1,89.0,2
3,29,12.6,12.6,20.8,82.88,0.0,24.8,270,1001.3,89.0,1
5,27,12.1,12.1,13.7,83.29,0.0,25.6,257,1002.1,89.0,1
5,27,11.6,11.6,8.4,85.35,0.0,21.2,227,1002.3,88.9,0
1,31,11.5,11.5,9.4,84.9,0.0,19.1,244,1002.5,79.0,0
1,30,10.2,10.2,12.3,89.83,0.0,20.2,262,1003.4,87.5,0
3,29,9.7,7.5,15.5,89.07,0.0,18.0,264,1003.7,89.0,0
4,27,9.8,8.2,11.1,88.4,0.0,18.7,254,1004.4,87.8,0
5,27,8.5,6.8,10.1,90.51,0.0,18.7,234,1005.0,59.9,0
3,29,8.2,6.7,9.5,90.41,0.0,19.4,230,1005.4,46.2,0
0,31,7.8,5.8,11.0,93.38,0.001,15.1,230,1005.5,46.3,0
0,31,8.1,6.3,10.4,92.52,0.0,17.6,223,1006.0,73.5,0
0,31,8.1,6.2,10.4,89.03,0.0,19.1,234,1006.2,77.4,0
0,31,8.8,6.3,15.8,88.16,0.0,19.1,227,1006.4,61.2,0
0,31,8.9,6.4,16.6,91.2,0.0,19.8,230,1006.9,85.2,0
0,31,8.8,6.2,16.8,93.2,0.0,28.8,228,1007.3,85.2,0
1,31,8.8,6.3,16.4,94.04,0.224,35.6,230,1007.9,85.2,0
5,27,8.8,6.0,19.1,95.04,0.0,44.3,230,1008.4,85.2,0
9,22,8.9,6.2,18.2,94.62,0.0,45.4,234,1009.4,85.2,0
13,19,9.1,6.2,21.0,93.88,0.0,43.2,237,1010.3,89.1,0
12,19,9.1,6.2,20.7,97.46,0.0,45.0,240,1011.4,89.0,2
15,17,10.0,10.0,20.2,92.6,0.0,52.2,247,1012.3,89.0,3
15,17,9.9,7.2,21.0,93.26,0.457,43.9,257,1013.3,89.0,2
14,17,10.3,10.3,22.4,91.65,0.0,45.4,250,1014.2,89.0,1
14,17,10.9,10.9,28.2,83.36,0.0,44.6,264,1014.7,66.4,1
14,18,10.8,10.8,18.9,85.38,0.0,42.5,253,1015.4,87.5,1
4,28,10.1,10.1,17.5,85.24,0.0,36.0,267,1016.3,54.0,0
3,29,10.4,10.4,7.1,83.95,0.0,26.3,326,1017.3,63.8,0
5,26,9.7,9.3,5.4,85.59,0.0,5.0,208,1017.5,76.8,0
8,24,8.4,7.5,6.7,92.42,0.0,8.3,152,1018.4,87.8,0
8,24,9.4,8.5,7.4,86.97,0.0,10.4,150,1019.2,89.1,0
8,23,10.1,10.1,7.7,88.68,0.0,10.4,146,1019.4,89.1,0
9,22,10.0,10.0,7.4,89.05,0.0,7.6,141,1019.9,89.0,0
7,24,10.0,9.5,5.7,89.6,0.0,5.8,173,1020.1,78.1,0
3,29,10.1,10.1,4.5,94.18,0.08,3.2,323,1020.9,89.1,0
0,31,9.1,8.6,5.4,97.04,0.0,4.0,140,1020.9,89.1,0
0,31,7.9,7.0,6.3,93.43,0.0,4.0,166,1021.0,61.2,0
0,31,9.3,8.7,5.7,94.31,0.0,6.8,155,1021.0,61.2,0
0,31,6.6,5.7,5.6,93.36,0.0,6.5,115,1021.0,44.2,0
0,31,5.3,5.3,3.6,96.96,0.0,9.7,325,1021.1,41.1,0
1,30,5.8,4.6,6.3,98.12,0.0,2.9,256,1021.3,45.0,0
3,28,9.1,7.7,9.1,94.71,0.0,13.7,223,1020.9,61.2,0
5,26,9.9,8.2,11.7,89.82,0.0,13.3,156,1021.0,61.1,0
6,25,9.3,7.7,10.2,94.57,0.0,11.5,138,1020.8,89.1,0
8,23,10.9,10.9,14.8,90.4,0.0,13.7,130,1020.1,89.1,0
12,20,11.3,11.3,17.4,91.9,0.0,14.0,153,1019.9,90.3,0
14,18,11.4,11.4,15.1,92.55,1.519,18.0,147,1018.9,90.4,1
14,18,12.5,12.5,15.5,87.03,0.0,48.2,217,1019.0,90.4,0
14,17,12.0,12.0,17.7,92.24,0.0,31.7,220,1019.1,90.4,1
10,22,12.8,12.8,19.4,88.34,0.0,28.8,230,1018.5,89.0,3
9,23,12.8,12.8,15.6,89.34,0.0,24.8,230,1019.2,89.0,0
10,21,12.4,12.4,14.6,92.45,0.0,35.3,220,1019.2,89.1,0
10,21,12.8,12.8,16.7,89.81,0.0,14.4,216,1019.3,89.0,0
10,22,12.9,12.9,14.5,93.01,0.0,30.2,216,1019.9,90.4,0
10,22,12.9,12.9,16.0,93.32,0.0,30.6,226,1020.2,90.4,0
10,21,12.8,12.8,13.0,91.51,0.0,27.4,233,1020.4,90.4,0
11,20,12.1,12.1,12.7,93.29,0.0,24.8,230,1021.0,90.3,0
11,21,12.0,12.0,10.4,94.5,0.0,18.7,227,1021.2,90.3,0
7,24,11.9,11.9,12.7,94.34,0.077,18.4,233,1021.2,88.3,0
3,28,11.3,11.3,12.7,96.1,0.0,19.4,260,1021.3,90.3,0
3,28,11.1,11.1,12.0,93.4,0.0,20.5,264,1021.3,90.3,0
3,28,10.8,10.8,14.7,93.78,0.0,21.6,263,1021.4,90.3,0
3,28,9.9,7.9,14.5,93.08,0.0,22.3,267,1021.4,58.5,0
3,28,9.8,8.0,12.7,92.35,0.0,23.4,257,1021.5,92.2,0
3,28,10.0,10.0,14.0,93.75,0.024,25.6,247,1022.3,92.2,0
5,27,10.0,10.0,15.7,93.34,0.0,26.6,254,1022.4,90.3,0
8,24,9.9,7.6,17.3,95.56,0.0,27.0,260,1023.3,92.2,0
10,22,9.9,7.8,15.3,95.64,0.0,26.6,264,1024.2,64.9,1
8,23,10.8,10.8,17.9,90.32,0.0,36.4,264,1024.5,55.4,2
9,22,11.8,11.8,20.2,87.22,0.0,41.0,266,1025.7,60.5,3
14,18,11.9,11.9,21.9,83.75,0.076,38.9,275,1026.4,55.9,1
16,15,12.6,12.6,24.6,78.11,0.0,39.2,273,1027.1,85.1,4
15,17,12.7,12.7,21.6,79.07,0.0,37.4,275,1027.2,78.0,0
13,19,12.1,12.1,21.4,80.8,0.0,39.6,267,1027.1,89.0,1
15,17,12.0,12.0,21.1,80.52,0.0,39.6,267,1027.3,65.1,1
19,12,11.1,11.1,17.1,77.85,0.0,36.0,260,1027.7,64.7,0
20,11,10.9,10.9,16.1,83.09,0.0,33.5,250,1028.4,85.1,0
21,11,10.9,10.9,17.6,76.93,0.0,35.3,247,1028.4,85.1,0
21,11,10.1,10.1,15.6,81.23,0.0,35.6,244,1028.4,81.1,0
17,15,9.6,6.9,19.4,84.92,0.0,37.1,232,1028.2,39.9,0
15,17,9.8,7.2,19.2,82.88,0.0,37.1,231,1027.5,85.1,0
12,19,10.0,7.3,20.4,80.06,0.0,35.3,227,1027.4,83.1,0
12,20,10.0,10.0,21.4,75.7,0.0,28.4,220,1026.6,87.8,0
11,20,9.9,7.2,20.7,78.31,0.0,44.3,230,1026.3,87.8,0
11,20,8.9,5.6,24.7,92.62,0.0,44.6,237,1026.4,81.9,0
11,20,8.9,5.7,23.6,92.78,0.0,56.2,247,1026.3,57.9,0
11,20,8.9,5.6,25.2,92.62,0.0,58.0,254,1026.4,40.9,0
11,20,8.9,6.2,18.6,93.11,0.0,58.0,251,1026.7,85.2,0
11,20,8.9,5.9,21.9,89.33,0.452,42.8,264,1027.4,85.1,0
14,18,8.2,4.8,22.5,91.85,0.0,43.2,257,1027.8,43.8,0
17,14,7.9,4.4,23.8,92.57,0.0,41.0,257,1028.4,67.4,0
22,6,8.3,4.8,25.2,90.89,0.0,44.3,254,1029.2,76.0,1
17,11,9.1,5.8,24.6,87.91,0.0,44.3,264,1029.3,77.1,1
19,10,9.8,6.9,22.4,87.5,0.0,44.6,250,1029.5,77.0,1
20,11,10.3,10.3,27.3,83.44,0.0,45.0,267,1030.2,84.9,2
21,10,10.9,10.9,23.9,74.79,0.0,45.0,264,1029.5,85.0,1
21,10,11.1,11.1,25.9,70.29,0.0,45.0,267,1029.3,85.1,2
18,13,11.0,11.0,21.3,72.25,0.0,43.6,257,1029.3,85.1,1
16,15,10.7,10.7,17.9,71.15,0.0,41.0,257,1029.2,84.9,1
20,12,10.2,10.2,12.7,75.94,0.0,36.4,240,1028.5,85.0,0
19,13,9.8,8.1,11.8,77.05,0.0,26.6,232,1028.9,73.8,0
17,15,9.2,7.4,11.7,80.07,0.0,28.4,207,1028.2,77.3,0
14,17,8.9,6.9,13.0,77.24,0.0,24.8,208,1028.2,77.3,0
11,20,8.9,6.6,14.4,76.88,0.0,19.8,203,1027.0,73.8,0
8,23,8.9,6.4,16.8,78.62,0.0,14.8,206,1026.9,68.9,0
8,24,9.0,6.5,17.2,78.79,0.0,14.4,199,1026.1,70.7,0
7,24,9.1,6.8,15.5,74.99,0.0,16.9,206,1025.2,66.3,0
6,25,8.9,5.9,21.4,78.98,0.0,22.0,220,1024.9,44.2,0
6,25,8.8,5.9,20.7,84.53,0.0,21.2,230,1023.9,72.9,0
6,25,9.3,6.7,18.4,86.94,0.0,25.6,223,1022.9,87.8,0
6,25,10.0,10.0,24.4,86.76,0.0,29.5,213,1021.3,89.0,0
6,25,9.9,7.1,20.9,86.68,0.0,34.9,219,1020.9,89.0,0
6,25,9.8,6.9,22.3,82.71,0.0,41.4,227,1020.2,89.2,0
7,24,9.7,6.9,21.8,79.14,0.0,49.0,220,1019.3,89.2,0
5,26,10.0,10.0,23.1,80.27,0.0,53.6,237,1019.2,90.4,0
11,21,10.8,10.8,22.1,77.88,0.0,60.1,227,1018.5,90.4,0
19,11,11.8,11.8,26.4,78.98,0.0,60.1,223,1018.1,90.4,1
22,9,12.1,12.1,28.5,80.58,0.0,49.7,220,1017.4,89.0,3
26,6,11.9,11.9,28.0,84.16,0.008,48.8,220,1017.1,90.3,1
16,15,11.9,11.9,29.6,87.02,0.0,50.6,227,1015.7,89.0,1
17,14,11.7,11.7,28.6,90.18,0.0,46.4,237,1015.5,89.0,2
5,27,11.6,11.6,30.6,83.3,0.0,56.9,267,1016.3,63.7,2
3,29,10.9,10.9,25.9,78.39,0.0,52.6,264,1017.1,55.6,1
3,29,9.9,7.7,15.8,76.97,0.0,43.9,247,1017.5,43.8,0
1,30,8.8,6.9,12.4,77.68,0.842,27.0,240,1017.6,51.3,0
4,27,8.3,6.2,13.0,80.19,0.0,29.9,244,1017.6,70.6,0
7,24,7.2,5.6,8.7,83.66,0.0,20.2,199,1017.4,30.0,0
6,26,5.5,3.0,11.4,91.43,0.0,10.1,191,1017.1,20.3,0
3,28,6.0,6.0,4.7,91.72,0.0,11.2,142,1015.5,73.6,0
1,31,6.5,4.2,11.4,81.96,0.0,11.2,141,1013.9,73.4,0
0,31,7.4,5.3,11.4,79.08,0.0,21.2,131,1011.8,75.4,0
0,31,8.8,5.7,21.4,76.55,0.0,23.4,157,1009.3,85.1,0
0,31,9.0,6.6,16.3,82.86,0.0,24.8,149,1007.1,89.0,0
0,31,8.6,6.5,12.7,91.17,0.0,22.7,154,1004.4,89.0,0
0,31,8.7,6.0,17.3,94.62,0.0,19.1,147,1001.4,90.4,0
0,31,9.4,6.5,21.8,92.85,0.0,23.4,161,998.9,90.3,0
1,31,10.6,10.6,22.4,90.59,1.528,57.6,171,996.1,90.4,0
2,29,11.4,11.4,24.6,87.16,0.0,64.8,181,993.9,89.1,0
8,24,11.6,11.6,30.7,86.57,0.0,44.6,200,992.1,90.3,0
8,23,12.0,12.0,28.5,86.71,0.0,61.2,210,991.1,89.0,1
12,20,12.6,12.6,29.6,88.78,0.0,61.2,230,991.1,89.1,1
13,19,12.8,12.8,32.3,88.25,0.0,58.8,250,991.5,93.0,1
13,19,12.6,12.6,36.4,80.59,0.092,57.2,260,992.5,79.3,0
16,15,12.6,12.6,39.1,76.14,0.0,64.8,260,993.1,59.9,3
20,12,11.4,11.4,35.4,78.48,0.0,51.8,267,993.5,63.7,2
17,14,11.6,11.6,29.3,73.29,0.0,63.0,260,993.9,66.2,3
18,14,10.6,10.6,26.8,73.38,0.0,55.1,257,994.1,64.8,1
17,14,10.6,10.6,20.4,68.67,0.0,43.6,240,993.5,67.6,0
20,12,9.8,7.3,18.1,68.59,0.0,26.6,229,993.3,54.1,0
28,4,9.1,6.3,19.1,72.25,0.0,34.2,209,992.9,89.0,0
30,2,7.9,4.9,19.0,91.28,0.0,40.7,224,992.3,92.8,0
25,6,8.0,4.8,21.3,80.53,0.0,40.3,210,990.4,48.5,0
23,8,8.7,5.1,26.5,77.98,0.0,46.1,203,989.1,45.0,0
23,8,9.0,5.4,28.3,76.82,0.0,44.6,210,987.3,83.9,0
22,10,9.0,5.8,23.1,76.41,0.282,38.9,217,986.8,89.0,0
20,11,7.9,5.0,17.7,87.11,0.0,54.7,234,986.3,89.1,0
20,11,5.2,0.0,33.6,91.65,0.0,52.6,263,985.8,89.0,0
20,11,4.8,1.5,14.7,90.47,0.0,48.2,203,983.6,85.1,0
20,11,5.0,1.7,15.8,91.48,0.0,49.7,220,982.5,88.9,0
20,11,5.7,2.8,14.4,84.8,0.0,41.0,227,982.3,89.0,0
21,11,5.0,1.9,14.4,90.89,3.535,30.6,230,981.5,89.0,0
22,9,4.8,1.1,17.6,89.1,0.0,32.8,257,980.3,85.1,0
29,3,4.6,1.3,14.6,89.24,0.0,37.1,240,981.2,73.4,0
17,14,4.1,0.9,13.8,87.0,0.0,42.1,247,980.6,88.7,0
26,5,4.8,0.9,19.3,86.65,0.0,46.4,257,980.4,88.8,1
28,4,4.9,0.5,24.6,83.41,0.0,47.9,261,981.0,89.0,1
31,1,5.0,0.6,24.5,77.81,0.001,45.7,264,980.5,87.5,2
30,2,5.9,1.2,30.4,69.88,0.0,51.1,272,980.3,83.6,1
27,5,6.3,1.2,36.3,64.8,0.0,54.0,276,980.1,66.2,3
4,28,6.8,2.1,33.8,62.91,0.0,48.2,267,980.2,59.6,3
5,26,5.9,2.0,21.9,67.42,0.0,54.7,260,980.4,54.0,0
4,28,5.8,1.6,24.5,66.44,0.0,38.9,250,980.3,51.1,0
1,30,4.8,0.4,24.0,72.36,0.0,46.4,248,980.3,47.6,0
1,31,4.5,0.0,23.1,77.16,0.0,48.2,238,980.3,51.5,0
0,31,4.0,-0.6,23.4,82.2,0.0,48.2,247,980.5,85.1,0
0,31,3.1,-1.5,20.7,88.26,0.0,44.6,230,980.5,66.3,0
0,31,3.0,-1.5,20.1,91.51,0.0,40.0,234,980.4,40.9,0
0,31,3.0,-1.9,23.3,87.78,0.0,43.2,241,980.5,74.0,0
0,31,3.0,-1.6,20.9,87.11,0.009,42.5,241,980.5,53.9,0
1,30,2.9,-1.7,21.6,89.07,0.0,45.4,250,980.6,81.3,0
1,30,2.9,-1.9,22.0,90.15,0.0,46.4,247,980.4,57.1,0
1,30,2.9,-2.0,24.1,89.32,0.0,46.4,247,980.5,83.8,0
1,30,2.9,-1.9,22.0,87.85,0.0,47.2,243,980.7,85.1,0
1,30,2.6,-2.2,22.1,88.22,0.0,47.9,244,980.4,80.5,0
1,30,2.5,-1.9,18.7,89.63,0.0,41.8,237,981.0,46.3,0
6,26,2.4,-2.2,20.2,88.88,0.0,37.1,243,981.4,76.0,0
9,22,2.3,-1.9,17.4,90.39,0.0,40.3,230,982.0,85.1,0
13,19,2.8,-1.1,16.4,89.33,0.0,39.6,240,982.4,84.9,0
21,11,3.4,-0.8,19.4,89.12,0.0,41.8,243,982.5,85.1,1
21,10,4.1,-0.2,21.1,85.51,0.0,47.5,249,982.8,77.3,1
22,10,5.2,0.4,29.1,82.01,0.001,42.5,264,983.2,76.0,1
18,13,5.9,1.8,24.3,75.01,0.0,45.4,266,983.2,75.7,5
9,22,6.2,2.3,22.6,74.79,0.0,44.6,260,983.3,49.9,1
9,22,6.8,2.8,25.7,68.37,0.0,43.2,269,983.6,48.6,3
6,25,6.7,3.6,16.8,64.62,0.0,41.0,253,984.1,50.0,1
2,30,6.0,2.8,16.4,69.85,0.0,41.0,247,984.4,44.8,0
8,23,4.7,1.2,16.4,73.29,0.0,32.4,244,985.4,39.8,0
9,23,3.7,-0.2,16.6,82.21,0.0,33.1,234,985.6,39.6,0
10,21,3.6,-0.4,17.4,83.21,0.0,35.3,234,986.3,39.7,0
13,18,3.6,-0.6,19.4,83.22,0.0,35.3,220,986.4,39.7,0
14,17,3.1,-0.9,17.4,86.41,0.0,34.2,229,986.5,44.8,0
12,19,3.0,-0.8,16.0,86.65,0.0,31.7,224,986.6,26.2,0
11,20,2.9,-0.8,14.7,87.04,0.0,25.2,230,987.1,44.6,0
8,23,3.0,-0.3,12.7,88.1,0.0,24.5,227,987.4,85.1,0
8,23,3.3,0.2,11.8,89.7,0.0,15.5,227,988.0,89.0,0
8,23,2.8,0.2,9.4,89.93,0.0,13.7,238,988.2,75.5,0
8,23,3.1,0.6,9.1,93.4,0.0,16.6,262,989.0,88.9,0
8,23,3.2,-0.2,13.2,93.69,0.0,20.2,285,990.0,89.0,0
9,22,2.4,-2.0,18.7,96.64,0.004,22.3,291,990.6,92.2,0
12,20,2.8,-0.7,13.7,93.85,0.0,24.1,277,991.6,92.2,0
14,17,2.8,-1.0,15.3,94.1,0.0,23.8,274,992.7,92.2,0
14,18,2.9,-0.6,13.7,93.94,0.0,27.7,266,993.5,92.0,0
11,20,3.4,1.0,9.1,93.34,0.0,30.2,241,994.0,71.7,2
12,19,4.2,1.4,11.7,90.68,0.0,29.9,245,994.5,81.9,2
15,16,5.5,2.5,14.0,86.66,0.0,28.1,259,995.4,89.0,2
15,17,5.6,2.8,13.5,84.77,0.0,30.2,276,995.5,89.1,5
15,16,6.1,3.1,15.5,83.11,0.0,30.2,283,995.5,89.1,2
11,21,7.2,5.0,11.6,76.46,0.0,29.5,294,995.4,63.2,1
12,19,7.0,4.5,13.5,75.86,0.0,27.7,282,996.0,72.8,1
11,20,6.2,4.3,9.3,79.07,0.0,23.0,290,996.2,63.1,0
7,25,4.0,2.9,5.3,84.34,0.0,4.3,257,996.1,83.5,0
7,24,1.9,0.0,6.7,90.83,0.0,5.4,140,996.1,87.6,0
6,25,3.4,1.2,8.1,92.54,0.0,8.3,163,996.3,79.9,0
12,20,3.7,1.1,10.3,89.8,0.0,8.6,148,996.0,85.2,0
12,19,2.9,0.9,7.4,91.44,0.0,8.3,146,995.4,81.1,0
12,19,3.1,3.1,4.4,92.07,0.0,7.6,134,995.0,50.0,0
14,18,2.7,0.4,8.2,95.59,0.0,9.4,138,994.5,65.2,0
12,19,4.0,2.1,7.6,91.51,0.0,9.4,139,994.1,87.6,0
12,19,4.0,1.4,10.7,91.02,0.0,11.9,126,993.6,87.6,0
12,19,3.1,0.1,11.4,92.15,0.0,14.4,97,992.9,87.8,0
12,19,3.4,1.0,9.0,92.68,0.0,18.0,103,992.9,87.8,0
12,19,3.6,0.2,13.7,94.04,0.0,23.8,80,992.2,87.8,0
12,19,5.5,2.1,16.8,93.44,0.0,32.8,74,992.0,87.8,0
14,18,5.7,2.8,14.0,88.27,0.0,37.8,104,992.2,87.8,0
17,15,5.8,1.7,23.7,91.71,0.0,39.6,82,992.9,93.0,0
17,14,6.1,2.6,18.6,92.77,0.0,38.9,97,993.1,89.0,0
17,14,6.2,2.4,21.3,86.23,0.0,37.4,87,993.5,89.0,1
21,10,6.8,3.0,23.0,80.41,0.0,38.9,63,994.1,89.0,0
25,6,7.1,3.1,26.5,83.46,1.493,34.9,63,994.4,89.0,1
27,5,7.4,3.1,30.8,77.36,0.0,41.0,67,995.0,89.0,2
29,3,7.0,2.6,31.4,79.14,0.0,46.4,53,995.9,88.9,1
28,4,6.9,2.5,31.8,78.48,0.0,45.7,50,996.5,89.0,1
23,8,6.8,2.4,29.6,76.83,0.0,53.6,50,998.0,83.1,1
23,9,6.4,2.2,26.5,81.91,0.0,44.6,39,999.1,90.3,1
22,9,5.9,1.5,27.2,75.49,0.0,32.0,23,1001.0,88.7,0
23,9,5.8,1.6,24.9,77.05,0.0,33.5,27,1002.5,54.0,0
21,11,5.8,1.8,22.8,82.1,0.0,28.1,24,1004.0,74.2,0
18,14,5.3,1.1,23.1,87.79,0.0,25.9,20,1005.1,85.1,0
17,15,4.8,1.1,18.6,87.43,0.0,24.1,356,1006.5,85.1,0
16,16,4.3,0.6,17.3,85.73,0.0,20.5,346,1007.6,67.7,0
14,18,3.9,0.0,17.9,87.52,0.747,17.3,356,1008.6,40.9,0
13,18,4.0,0.4,16.3,87.53,0.0,18.4,353,1010.1,87.8,0
13,18,3.4,-1.0,20.8,89.18,0.0,19.4,353,1011.5,65.1,0
