name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
dublin,2023-12-01T13:00:00,2.2,0,0.5,88.67,0,0,,0,0,18.7,7.6,281,1010.6,83.9,21.7,86,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T14:00:00,3,0.8,0.5,83.38,0,0,,0,0,17.3,7.9,281,1010.6,63.8,19.8,77,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T15:00:00,3.6,2,0.1,78.02,0,0,,0,0,16.2,6.3,252,1010.6,50.3,20.4,18,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T16:00:00,1.3,-0.9,-0.5,87.5,0,0,,0,0,14.8,7.1,258,1011.1,47.5,18.6,7,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T17:00:00,0.7,-1.9,-0.9,88.88,0,0,,0,0,14,7.9,263,1011.4,83.9,17.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T18:00:00,1.5,-1.3,-0.2,88.53,0,0,,0,0,9.7,9,267,1011.6,85.1,15.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T19:00:00,1.7,-0.2,-0.1,88.38,0,0,,0,0,11.2,6.3,240,1011.7,85,15.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T20:00:00,2.1,0.1,-0.6,82.48,0,0,,0,0,10.8,6.7,203,1011.6,85.1,15.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T21:00:00,0.3,-2.4,-1,91.06,0,0,,0,0,9.4,8.1,265,1011.7,55.9,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T22:00:00,0.7,-2.7,-1,88.45,0,0,,0,0,9.4,11.1,259,1012.1,69.4,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-01T23:00:00,0.5,-3,-1.5,86.76,0,0,,0,0,9.7,11.1,230,1012.1,44.1,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T00:00:00,1.5,-1.8,-1.2,82.64,0.002,100,"rain,snow",0,0,10.8,11.1,231,1012.4,82.9,15.3,0,0,0,,"Snow, Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T01:00:00,1.6,-1.2,-1.7,78.96,0,0,,0,0,11.2,9.1,234,1012.1,79.6,15.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T02:00:00,1.8,-1.5,-1.7,78.03,0,0,,0,0,11.2,11.1,234,1012.1,72.9,15.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T03:00:00,1.5,-2,-2,77.63,0,0,,0,0,10.1,12,241,1012.1,72.1,15.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T04:00:00,0.4,-2.6,-2.4,81.49,0,0,,0,0,10.8,9.4,234,1011.7,15.7,15.3,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T05:00:00,0,-3.6,-2.9,80.67,0,0,,0,0,11.2,11.5,224,1011.7,15.7,15.3,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T06:00:00,-0.2,-2.8,-3,81.02,0,0,,0,1,7.2,7.7,226,1012.1,17.2,15.2,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T07:00:00,-0.1,-3.4,-3,80.43,0,0,,0,0,7.9,10.1,219,1011.6,17.2,15.9,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T08:00:00,-0.3,-3.5,-2.7,84.2,0,0,,0,0,7.6,9.3,237,1011.6,17.1,16.5,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T09:00:00,1.5,-1.3,-1.6,79.59,0,0,,0,0,6.5,9.1,230,1012,17.2,21.7,11,0,0,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T10:00:00,2.4,-0.5,-0.9,78.61,0,0,,0,0,5.4,10.1,220,1012.1,17.2,21.7,113,0.4,1,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T11:00:00,3.9,1.5,0.4,77.62,0,0,,0,0,4,9.4,213,1012,25.2,21.7,146,0.5,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T12:00:00,5,2.6,1.3,76.88,0,0,,0,0,9.4,10.4,227,1011.5,50.2,21.7,197,0.7,2,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T13:00:00,5.1,2,1.4,76.83,0,0,,0,0,10.1,14.1,220,1011.2,78,21.7,67,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T14:00:00,4.3,2.2,1.4,81.27,0,0,,0,0,11.2,8.4,255,1011.1,85.1,21.7,46,0.2,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T15:00:00,4.8,3.4,1.8,80.88,0,0,,0,0,11.2,6.3,244,1010.6,88.8,21.7,25,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T16:00:00,3.9,2.4,1.6,84.91,0,0,,0,0,5,6,203,1010.5,87.8,21.7,0,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T17:00:00,3.1,2,1.8,90.95,0,0,,0,0,5,5.1,267,1010.6,89,18.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T18:00:00,3,1.7,1.9,92.37,0.075,100,rain,0,0,10.1,5.4,226,1010.5,87.6,10.5,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T19:00:00,3.9,3.9,2.1,87.62,0,0,,0,0,12.2,4.3,286,1010.4,88.7,11.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T20:00:00,2.9,1.8,1.3,89.03,0,0,,0,0,9.7,5,282,1010.4,89,15.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T21:00:00,3,0.6,1.8,91.61,0,0,,0,0,9,9,264,1010.4,83.9,14.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T22:00:00,1.9,-0.8,0.9,93.62,0,0,,0,0,9.4,8.8,293,1010.1,39.9,14.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-02T23:00:00,0.6,-2.4,-0.1,94.62,0,0,,0,0,10.8,9.3,274,1010.2,25.2,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T00:00:00,0.7,-2.8,0.4,98.05,0.075,100,"rain,snow",0,0,9.4,11.6,302,1010.1,85.2,4.8,0,0,0,,"Snow, Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T01:00:00,0.7,-2.6,0.4,97.24,0,0,,0,0,10.1,10.8,328,1009.6,88.3,1.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T02:00:00,0.4,-2.5,0.3,99.05,0,0,,0,0,9.4,8.9,281,1009.7,86.5,1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T03:00:00,0.5,-2.3,0.3,98.24,0,0,,0,0,7.9,8.9,291,1009.6,86.5,1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T04:00:00,0.2,-2.1,0.1,99.15,0,0,,0,0,6.8,6.9,331,1009.2,86.5,1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T05:00:00,0.2,-1.9,0.1,99.24,0,0,,0,0,5.4,6.3,340,1009.1,86.5,1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T06:00:00,0.2,-1.8,0.2,99.62,0,0,,0,0,2.5,6,301,1008.7,86.6,0.7,0,0,0,,Partially cloudy,fog,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T07:00:00,0.2,0.2,0.1,99.33,0,0,,0,0,3.2,4.4,316,1008.6,86.5,1.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T08:00:00,0.2,-2.9,0,98.14,0,0,,0,0,4,9.6,351,1008.5,86.5,0.7,0,0,0,,Partially cloudy,fog,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T09:00:00,0.3,-2.2,0.1,98.7,0,0,,0,0,7.2,7.4,343,1008.6,100,1,7,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T10:00:00,0.3,-1.8,0.2,98.96,0,0,,0,0,10.4,6.3,334,1008.5,86.5,1.7,51,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T11:00:00,0.9,-1.7,0.5,96.77,0,0,"rain,snow",0.1,0.1,10.4,8.3,354,1008.4,86.5,8.2,67,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T12:00:00,2,-0.6,1.7,97.84,0,0,,0,0,11.9,8.9,1,1008,50,12.3,72,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T13:00:00,3.6,0.7,2.9,95.03,0,0,,0,0,11.9,11.1,332,1007.4,89,15.3,21,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T14:00:00,3.8,1.2,3.6,98.11,0,0,,0,0,11.5,10.4,8,1007.1,89,6.8,46,0.2,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T15:00:00,4,0.8,3.1,93.84,0,0,,0,0,9.4,13.1,349,1006.4,79.2,9.7,30,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T16:00:00,4,1.4,3.2,94.55,0,0,,0,0,10.4,10.4,35,1006,88.7,14.5,0,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T17:00:00,4.1,0.9,3.3,94.21,0,0,,0,0,10.4,13.5,63,1006,89,12.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T18:00:00,4.6,1.3,3.2,90.77,3.733,100,rain,0,0,17.6,15.1,61,1005.2,90.3,13.6,0,0,0,,"Rain, Overcast",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T19:00:00,4.9,1.1,2.9,86.67,0,0,,0,0,28.4,18.9,60,1005,89,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T20:00:00,5,0.5,1.9,80.32,0,0,,0,0,38.5,25.1,58,1004.5,88.8,19.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T21:00:00,4.9,0.8,1.1,76.12,0,0,,0,0,39.2,21.6,60,1004.1,89,19.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T22:00:00,4.3,-0.3,1,78.82,0,0,,0,0,38.5,24.2,36,1004,88.8,19.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-03T23:00:00,3.9,-1,0.9,80.82,0,0,,0,0,37.4,26.5,43,1003.2,89,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T00:00:00,4,-0.5,1,81.03,0,0,,0,0,41.4,22.9,50,1003,89.1,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T01:00:00,4,-0.4,1.5,83.78,0,0,,0,0,41,22.3,47,1002.2,89,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T02:00:00,4,-0.2,1.2,81.87,0,0,,0,0,38.2,20.9,37,1001.6,89,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T03:00:00,3.7,-1.2,1.5,85.32,0,0,,0,0,37.1,25.9,10,1001.5,89,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T04:00:00,3.1,-2.3,0.7,84.04,0,0,,0,0,36.7,29.1,10,1001.5,88.9,19.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T05:00:00,2.8,-2.3,0,81.97,0,0,,0,0,35.3,24.5,353,1001.4,89,19.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T06:00:00,2.8,-2,0.1,82.44,0,0,,0,0,30.6,22.6,350,1001.5,92.6,17.2,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T07:00:00,2.6,-2.4,0.1,83.44,0,0,,0,0,33.1,24.4,340,1001.6,93,17.2,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T08:00:00,2,-3.1,0.6,90.35,0,0,,0,0,34.6,23.4,330,1002.3,88.8,16.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T09:00:00,1.7,-3.7,0.1,89.08,0,0,,0,0,34.9,25.1,320,1002.5,88.7,17.2,0,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T10:00:00,1.8,-3.5,0.1,88.75,0,0,,0,0,33.1,24.4,327,1002.8,88.9,17.3,12,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T11:00:00,2,-3.2,0.1,87.19,0,0,,0,0,39.6,24.1,321,1003.3,88.8,17.3,25,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T12:00:00,2.8,-2.2,0.7,86.17,0,0,,0,0,35.3,23.8,317,1003.3,88.9,17.9,32,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T13:00:00,3.7,-1,1.8,87.15,0,0,,0,0,40,23.8,324,1003.5,88.8,18,21,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T14:00:00,4.3,-0.2,1.7,82.97,0,0,,0,0,45.4,24,330,1003.4,89,18.6,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T15:00:00,4.9,0.2,1.9,81.35,0,0,,0,0,37.4,27.1,337,1003.6,89,18.6,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T16:00:00,5,0.5,2.1,81.32,0,0,,0,0,38.5,25.7,328,1004.3,89,18.6,0,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T17:00:00,4.4,-0.1,2,84.31,0,0,,0,0,39.6,24.4,327,1004.8,83.2,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T18:00:00,4.4,-0.3,2.1,85.18,0,0,,0,0,36.7,25.4,320,1005.5,89,18.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T19:00:00,4.8,0.2,2.6,85.46,0,0,,0,0,37.8,25.1,324,1006.3,89,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T20:00:00,4.7,0.3,2.7,86.72,0,0,,0,0,37.4,23.8,322,1006.5,89,18.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T21:00:00,4.8,0.2,2.7,85.71,0,0,,0,0,38.9,26,330,1007.4,89,18.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T22:00:00,4.9,0.3,2,81.8,0,0,,0,0,38.5,25.7,327,1007.9,89,18.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-04T23:00:00,4.9,0.3,1.9,80.53,0,0,,0,0,55.4,27.1,324,1008.5,89,18,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T00:00:00,4.6,-0.1,1.6,81.14,0,0,,0,0,38.2,25.9,312,1008.8,89,17.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T01:00:00,4.1,-0.8,1.2,81.68,0,0,,0,0,40,25.9,321,1009.7,94.3,17.3,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T02:00:00,4,-1,1.6,83.98,0,0,,0,0,38.9,27.4,329,1009.9,92.2,17.3,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T03:00:00,4.1,-0.8,1.6,83.44,0,0,,0,0,36.7,27,331,1010.4,89,17.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T04:00:00,3.9,-0.5,1.6,84.91,0,0,,0,0,32,21.3,321,1010.8,92.2,17.3,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T05:00:00,3.9,-0.5,1.9,86.83,0,0,,0,0,29.2,22.1,330,1011.4,96.1,17.3,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T06:00:00,3.8,-0.7,2,87.87,0,0,,0,0,30.2,22.1,327,1011.8,96.1,15.3,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T07:00:00,3.3,-0.9,2,90.7,0,0,,0,0,30.6,19,317,1012.5,96,15.4,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T08:00:00,3.9,-0.2,2,87.69,0,0,,0,0,29.2,18.8,314,1013.3,94.2,16,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T09:00:00,4,0.4,2,86.65,0,0,,0,0,28.4,16.1,319,1013.6,93,16,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T10:00:00,4.3,0.5,2.5,88.45,0,0,,0,0,26.3,17.1,336,1013.6,93,14.8,12,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T11:00:00,4.8,1.4,3.1,88.65,0,0,,0,0,23.4,16.1,320,1014.4,92.2,13.5,16,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T12:00:00,4.9,1.6,4,93.53,0,0,,0,0,20.5,15.2,320,1014.4,92,13.4,53,0.2,1,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T13:00:00,5.6,2.4,4.2,91.22,0,0,,0,0,20.2,15.1,296,1014.5,89,12.9,62,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T14:00:00,5.6,2.9,4,89.89,0,0,,0,0,19.4,12.5,333,1014.5,89,14,25,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T15:00:00,5.1,3.4,4,92.6,0,0,,0,0,16.2,7.4,313,1014.6,85.1,14,16,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T16:00:00,5.1,3.7,4.5,95.94,0,0,,0,0,11.9,6.7,264,1015,89,15.3,0,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T17:00:00,4.9,2.7,3.8,92.77,0,0,,0,0,9,9,263,1015.1,87.8,15.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T18:00:00,1.9,0.1,1.2,94.88,0.001,100,"rain,snow",0,0,7.9,6.3,269,1015.3,50.2,17.2,0,0,0,,"Snow, Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T19:00:00,3.3,1.6,2.9,97.62,0,0,,0,0,7.6,6.3,194,1015.3,83.7,17.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2023-12-05T20:00:00,3.3,3.3,3,97.46,0,0,,0,0,7.2,3.8,34,1015.4,87.8,17.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
