name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
dublin,2024-01-01T11:00:00,5.1,2.7,2.3,82.36,0,0,,0,0,10.1,10,163,998.1,84.6,21.1,26,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T12:00:00,5.9,3.5,2.4,77.89,0.001,100,rain,0,0,15.1,11.3,142,996.8,86.4,19.8,33,0.1,0,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T13:00:00,5.9,3,4,87.65,0,0,,0,0,20.9,14,130,995.1,94.3,11.4,16,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T14:00:00,6.1,2.6,4.6,90.1,0,0,,0,0,27.4,19.3,116,992.8,94.3,14.9,28,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T15:00:00,7.1,3.6,6,92.81,0,0,,0,0,42.5,21.9,131,990,94.3,7.1,7,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T16:00:00,7.9,4.2,7.1,94.76,0,0,,0,0,44.6,26.5,137,987.9,96.1,5.4,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T17:00:00,8.5,5.5,7.9,95.63,0,0,,0,0,34.9,20.5,129,985,96.1,5,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T18:00:00,8.9,5.6,8.2,95.98,5.312,100,rain,0,0,34.2,23.3,124,982.8,96.1,6.6,0,0,0,,"Rain, Overcast",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T19:00:00,9.6,6.3,8.9,95.58,0,0,,0,0,36.7,27,157,980.4,94.2,7,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T20:00:00,10.4,10.4,9.1,91.19,0,0,,0,0,56.5,21.2,240,980.1,94.2,16.6,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T21:00:00,10.3,10.3,8.1,86.2,0,0,,0,0,40.7,26.5,240,980.4,85.1,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T22:00:00,10.1,10.1,7.8,86.15,0,0,,0,0,46.4,27.8,237,980.7,86.4,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-01T23:00:00,10,10,7.9,86.76,0,0,,0,0,46.4,27.3,237,981.5,90.3,13.1,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T00:00:00,9.9,6.9,7.7,86.36,1.511,100,rain,0,0,60.1,25,237,981.6,77.1,14.4,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T01:00:00,9.8,6.4,7.3,84.46,0,0,,0,0,44.6,28.8,237,982.3,86.4,13.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T02:00:00,9.1,5.9,7,86.92,0,0,,0,0,61.2,24.4,237,982.4,34,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T03:00:00,8.9,6,6.8,86.67,0,0,,0,0,60.8,20.2,237,982.3,35.3,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T04:00:00,9,6,6.9,86.62,0,0,,0,0,55.1,22,227,982.1,48.9,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T05:00:00,9.1,6.2,6.8,85.55,0,0,,0,0,46.1,20.4,220,981.4,59.9,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T06:00:00,9.3,6.9,7.1,86.64,0,0,,0,0,27.4,16.1,181,981.2,81.8,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T07:00:00,9.3,6.9,7.3,87.04,0,0,,0,0,28.4,16.4,196,980.9,90.3,15.2,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T08:00:00,9.3,7.6,7.2,87.03,0,0,,0,0,14.8,11.1,161,979.9,90.3,15.2,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T09:00:00,9.1,7.4,7.3,88.51,0,0,,0,0,9.7,11,174,979.1,92,16.5,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T10:00:00,9.1,7.3,7.9,91.61,0,0,,0,0,9,12,167,978.2,90.3,17.1,19,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T11:00:00,9.3,8.5,8,92.02,0,0,,0,0,8.6,6.7,218,978.2,96.1,14.5,23,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T12:00:00,9.1,7,8.1,93.47,0.755,100,rain,0,0,6.8,13.8,233,978.2,96.1,10.5,21,0.1,0,,"Rain, Overcast",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T13:00:00,8.7,6.3,7.1,89.71,0,0,,0,0,25.2,15.3,240,978.3,96.1,9.9,21,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T14:00:00,8.5,6,7.5,93.59,0,0,,0,0,36.4,15.3,229,978.5,96.1,8.4,19,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T15:00:00,8,5.4,7.1,94.06,0,0,,0,0,36.7,15,239,978.9,96.1,10.1,9,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T16:00:00,7.9,5.1,6.9,93.48,0,0,,0,0,39.2,16.9,250,979.5,92.2,11.6,26,0.1,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T17:00:00,7.9,5.5,6.8,92.65,0,0,,0,0,37.8,14.1,241,980.2,89.1,14.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T18:00:00,7.8,4.7,6.4,90.85,3.794,100,rain,0,0,44.6,18.3,253,981.2,89,15.3,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T19:00:00,7.5,4.4,6.2,91,0,0,,0,0,46.1,18.6,244,981.5,88.8,14,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T20:00:00,6.9,3.8,5.9,92.85,0,0,,0,0,42.5,17.7,230,981.6,84.9,19.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T21:00:00,7,4,5.8,91.78,0,0,,0,0,36,17.1,220,982.3,37.3,19.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T22:00:00,7,4,5.6,90.9,0,0,,0,0,33.8,16.4,217,982.4,72.9,19.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-02T23:00:00,6.8,4,5.1,88.56,0,0,,0,0,32.4,15.6,220,982.4,37.1,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T00:00:00,6.8,3.9,5,88.46,0.374,100,rain,0,0,20.9,15.2,224,982.4,83.6,17.2,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T01:00:00,6.9,4.3,5.2,88.87,0,0,,0,0,22.3,14,227,982.4,85,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T02:00:00,7.1,4.4,5.3,88.16,0,0,,0,0,15.8,15,234,982.4,85,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T03:00:00,7,4.8,5.3,88.95,0,0,,0,0,11.9,11.5,230,982.5,85.1,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T04:00:00,7.1,4.4,5.3,88.64,0,0,,0,0,10.1,14.5,244,982.5,87.5,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T05:00:00,6.9,4.7,5.2,88.4,0,0,,0,0,9.4,11.5,230,983.2,89,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T06:00:00,6.9,4.5,5.8,92.69,0,0,,0,0,18.7,12.4,233,983.5,89.1,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T07:00:00,6.7,4,5.6,92.84,0,0,,0,0,20.9,13.8,227,984.3,82,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T08:00:00,6.9,4.6,5.8,92.52,0,0,,0,0,25.2,12.1,237,985,90.4,17.1,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T09:00:00,6.8,4.1,5.9,94.12,0,0,,0,0,27.7,14.2,254,985.6,89.1,15.7,0,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T10:00:00,6.9,4,6,94.38,0,0,,0,0,32.4,15.3,254,986.4,87.8,11.7,12,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T11:00:00,6.9,3.2,6,94.37,0,0,,0,0,36.4,21.9,264,987.5,89.1,10.4,46,0.2,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T12:00:00,7,3.8,6.2,94.37,0,0,,0,0,37.1,18.1,257,988.2,89.1,14.4,37,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T13:00:00,7.4,4.6,6.4,93.27,0,0,,0,0,37.8,15.9,249,988.4,76.8,11.5,28,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T14:00:00,8.1,4.5,6.4,89.57,0,0,,0,0,37.1,24.2,270,989.2,89,16.6,53,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T15:00:00,7.9,4.9,6.3,89.32,0,0,,0,0,33.1,18.9,270,989.6,87.8,17.9,60,0.2,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T16:00:00,7.8,5.6,6.7,92.64,0,0,,0,0,34.9,12.7,250,990.4,87.8,19.9,0,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T17:00:00,8,5.7,6.8,91.84,0,0,,0,0,35.6,13.8,254,991.4,87.4,18.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T18:00:00,7.8,5.3,6,88.39,0.001,100,rain,0,0,38.9,14.6,241,992.4,63.8,20.5,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T19:00:00,7.8,5.1,6,88.54,0,0,,0,0,40.7,15.8,237,993.2,87.8,20.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T20:00:00,7.9,4.9,6.1,88.39,0,0,,0,0,42.1,18.3,237,994.1,87.8,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T21:00:00,7.6,4.4,5.9,89.13,0,0,,0,0,42.8,19.1,238,994.4,85.2,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T22:00:00,7.1,3.9,5.6,89.82,0,0,,0,0,45,18.9,233,995,76.8,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-03T23:00:00,7.1,3.6,5.5,89.19,0,0,,0,0,46.1,21.1,243,995.2,87.8,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T00:00:00,7,3.9,5.8,91.68,0.003,100,rain,0,0,51.5,17.7,237,995.6,89,15.2,0,0,0,,"Rain, Partially cloudy",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T01:00:00,7.1,3.6,5,86.96,0,0,,0,0,51.8,20.4,247,996.2,89,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T02:00:00,6.6,2.8,5,89.47,0,0,,0,0,48.2,22.1,237,996.4,79.4,15.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T03:00:00,6.1,2.4,4.1,87.42,0,0,,0,0,48.6,20.7,234,996.7,89,17.2,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T04:00:00,6,2,3.8,85.6,0,0,,0,0,50,23.4,234,997.3,74.2,19.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T05:00:00,5.6,1.4,3.2,84.47,0,0,,0,0,38.9,24.2,234,997.3,81.2,21.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T06:00:00,5.5,1.4,2.9,83.54,0,0,,0,0,42.5,22.3,244,997.3,37.1,21.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T07:00:00,4.8,0.9,2.8,87.15,0,0,,0,0,43.2,19.4,237,997.8,17.2,21.1,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T08:00:00,4.6,1.4,2.2,84.22,0,0,,0,0,36.7,14.1,237,998.4,25,21.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T09:00:00,4.4,1.1,2.1,84.52,0,0,,0,0,30.2,15.1,227,998.5,25,20.4,7,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T10:00:00,4.9,2.1,2.4,83.48,0,0,,0,0,28.1,12.7,234,998.6,17.2,21.7,28,0.1,0,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T11:00:00,5.9,2.8,3,81.47,0,0,,0,0,31.7,15.8,234,998.6,17.2,21.7,121,0.4,1,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T12:00:00,6.8,3.8,3.3,78.36,0,0,,0,0,32,16.1,240,998.4,17.1,21.8,167,0.6,2,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T13:00:00,6.9,4,3.4,78.15,0,0,,0,0,33.1,16.1,253,998.2,17.2,23.7,40,0.1,0,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T14:00:00,7,4.4,3.8,79.97,0,0,,0,0,33.5,14.4,244,998,25,21.8,70,0.3,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T15:00:00,7,4.8,3.4,77.72,0,0,,0,0,32,11.4,237,998,39.7,21.8,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T16:00:00,5.6,3.1,3,83.58,0,0,,0,0,21.2,11.1,244,998.2,45,21.8,9,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T17:00:00,4.8,2.5,2.9,87.2,0,0,,0,0,14.8,9.9,234,998.1,36.9,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T18:00:00,4.7,2.5,2.6,86.72,0.002,100,rain,0,0,12.6,9.1,229,998.5,17.5,18.4,0,0,0,,Rain,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T19:00:00,4.8,2.6,3,88.1,0,0,,0,0,16.2,9.1,234,999,37.3,18.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T20:00:00,5.1,2.5,3.4,88.46,0,0,,0,0,20.9,11.9,237,999.3,87.8,14.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T21:00:00,4.3,1.9,3.4,93.4,0,0,,0,0,25.6,10.1,252,999.5,75.9,10.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T22:00:00,4.2,1.2,3.4,95.12,0,0,,0,0,25.6,12,265,1000,57.1,14.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-04T23:00:00,4.1,0.9,3.3,94.94,0,0,,0,0,26.3,13.4,270,1000.4,60.4,11.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T00:00:00,4.2,1,3.8,97.22,0.004,100,rain,0,0,25.6,13.5,265,1000.5,92.1,3.7,0,0,0,,"Rain, Overcast",rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T01:00:00,3.9,0.1,3.8,99.53,0,0,,0,0,26.3,16.8,268,1001.2,92.2,1.9,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T02:00:00,4.2,0.6,3.9,97.48,0,0,,0,0,29.9,16.5,267,1001.3,92,2.5,0,0,0,,Overcast,cloudy,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T03:00:00,3.9,0,3.8,98.89,0,0,,0,0,29.5,17.9,267,1001.5,85.1,14,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T04:00:00,3.9,-0.1,3.3,96.14,0,0,,0,0,32.8,17.8,273,1001.8,83.6,14.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T05:00:00,3.3,-1,2.7,96.29,0,0,,0,0,33.5,19.5,264,1002.3,57.1,14.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T06:00:00,2.8,-1.8,2.1,94.89,0,0,,0,0,35.6,20.8,282,1002.6,19.7,15.3,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T07:00:00,3,-1.7,2.3,95.4,0,0,,0,0,36.4,21.6,271,1003.5,47.4,16,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T08:00:00,2.4,-2.4,1.9,97.07,0,0,,0,0,36.4,20.8,274,1004.4,39.6,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T09:00:00,2.3,-2.5,1.9,97.14,0,0,,0,0,36.7,20.8,274,1005.3,39.6,16.6,9,0,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T10:00:00,3.7,-0.7,2.4,91.72,0,0,,0,0,37.4,20.5,277,1006.2,27.7,17.9,32,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T11:00:00,4.7,0.6,3.2,90.04,0,0,,0,0,38.2,20.5,284,1006.8,27.6,17.9,132,0.5,1,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T12:00:00,5.9,1.9,3.9,87.38,0.001,100,rain,0,0,36.7,22.5,284,1007.2,17.2,17.8,169,0.6,2,,Rain,rain,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T13:00:00,6.8,3,4,82.61,0,0,,0,0,41,23.6,291,1007.3,17.2,17.8,47,0.2,0,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T14:00:00,6.9,2.9,4,82.02,0,0,,0,0,42.1,25.4,287,1007.7,17.1,17.9,53,0.2,1,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T15:00:00,6.5,2.7,3.9,83.16,0,0,,0,0,39.2,23.1,284,1008.4,26.3,17.9,23,0.1,0,,Partially cloudy,partly-cloudy-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T16:00:00,5.5,1.8,3.1,84.13,0,0,,0,0,33.8,19.2,275,1009.4,17.4,17.9,7,0,0,,Clear,clear-day,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T17:00:00,4.3,0.2,2.6,88.76,0,0,,0,0,32.8,19.8,275,1010.3,17.2,16,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T18:00:00,3.9,0,2.3,88.91,0,0,,0,0,33.5,17.9,265,1010.8,17.2,15.4,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T19:00:00,3.6,-0.4,2.1,89.71,0,0,,0,0,33.1,17.9,262,1011.6,17.2,15.4,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T20:00:00,3.1,-1.3,2,92.88,0,0,,0,0,32.8,19.6,274,1012.4,19.7,15.3,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T21:00:00,2.9,-1.4,2,93.3,0,0,,0,0,34.2,19.3,266,1012.9,17.2,16,0,0,0,,Clear,clear-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
dublin,2024-01-05T22:00:00,2.7,-1.5,1.8,93.63,0,0,,0,0,34.2,17.8,262,1013.6,24.9,15.9,0,0,0,,Partially cloudy,partly-cloudy-night,"03971099999,F4142,EIDW,03969099999,03967099999,EIME"
